mesh_id,mesh_term,Cardiology,Dermatology,Endocrinology,GI Hepatology,Immuno Rheumatology,Infectious Diseases,Nephrology,Neurology,Psych General,Oncology,Otolaryngology,Pulmonary Medicine,Reproductive Medicine,Psych Specific,Hepatology Specific
C04.557.450.795.850,"Sarcoma, Kaposi",N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N
C04.557.465.625.600.590.500,Medulloblastoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.465.955.416.202.875,"Trophoblastic Tumor, Placental Site",N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.557.470.200.025.480,Cystadenocarcinoma,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.557.470.565.165.150,Basal Cell Nevus Syndrome,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.470.670.590.500,Medulloblastoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.600.590.500,Medulloblastoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.595.925,Waldenstrom Macroglobulinemia,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.149.721.450.692,Palatal Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.609.292,Growth Hormone-Secreting Pituitary Adenoma,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.614.250.195.205.200,Choroid Plexus Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.894.797.520.109.220,"Carcinoma, Bronchogenic",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.418.948.850,Uterine Cervical Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.619.857.573,Sarcoma 37,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.697.650.645,"Neoplastic Cells, Circulating",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.850.908.416,Gestational Trophoblastic Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C05.116.099.708.670,Osteochondroma,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C05.116.165.886.722,"Tuberculosis, Spinal",N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N
C05.116.680,Osteitis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C05.116.900.853,Spondylitis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C05.330.615,Hammer Toe Syndrome,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
C05.500.499.692,Palatal Neoplasms,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N
C05.550.114.264,Chondrocalcinosis,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
C05.651,Muscular Diseases,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C05.651.534.500.149,Glycogen Storage Disease Type VII,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C05.660.449,"Hip Dislocation, Congenital",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C05.799.114.728,Rheumatoid Vasculitis,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
C06.130.409.633,Gallstones,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
C06.301.371.411,Intestinal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C06.405.205.663.420,"Esophagitis, Peptic",N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N
C06.405.469.110.708,Typhlitis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C06.405.469.300,Dysentery,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N
C06.405.469.491.307,Colorectal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C06.405.469.578.750,Peutz-Jeghers Syndrome,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C06.405.608.173,Duodenal Ulcer,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
C06.552.308.500,Liver Failure,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y
C06.552.630.380,"Liver Cirrhosis, Alcoholic",N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y
C07.320,Jaw Diseases,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C07.320.515.583,Mandibular Neoplasms,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N
C07.465.525.304,"Fibromatosis, Gingival",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C07.465.714.306.700.740,Periapical Granuloma,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C07.465.910.460,Macroglossia,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C07.550.745.436,Hypopharyngeal Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C07.650.800.370,Fused Teeth,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C07.793.597.425,"Jaw, Edentulous",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C08.127.384,Bronchiectasis,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C08.381.423,"Hypertension, Pulmonary",Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C08.381.520.702.760,Silicosis,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C08.381.677.675,"Pneumonia, Pneumocystis",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C08.528,Pleural Diseases,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C08.618.659,Mouth Breathing,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N
C08.730,Respiratory Tract Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C08.730.610.473,Pleuropneumonia,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C08.785.481,Laryngeal Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C09.218.458.341.186.500.750,Wolfram Syndrome,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
C09.603,Nose Diseases,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C09.647.710.685,Oropharyngeal Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C10.114.375.650,Neuromyelitis Optica,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C10.177.575.600.800,"Syncope, Vasovagal",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.163.100.360,Hepatolenticular Degeneration,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y
C10.228.140.163.540,Mitochondrial Encephalomyopathies,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.100.200.500,Putaminal Hemorrhage,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.525.425.500.375,Cavernous Sinus Thrombosis,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.228.140.300.700,"Leukomalacia, Periventricular",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.430.550.500,"Lupus Vasculitis, Central Nervous System",N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C10.228.140.617.738.675.149,ACTH-Secreting Pituitary Adenoma,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
C10.228.228.180,Central Nervous System Bacterial Infections,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C10.228.228.210.150.300.450.200,"Encephalomyelitis, Eastern Equine",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C10.228.228.618.700,"Paraparesis, Tropical Spastic",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C10.228.662.300.200,Dystonia Musculorum Deformans,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C01.252.825.820.470,Lupus Vulgaris,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C10.228.854.785,Spinal Cord Vascular Diseases,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.292.562.750.250,"Ophthalmoplegia, Chronic Progressive External",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.314.750.450,Guillain-Barre Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.500.507.249.249,Cobblestone Lissencephaly,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.551.360.500.500,Optic Nerve Glioma,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C10.574.500.549.700,Neurofibromatosis 2,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N
C10.574.945.500,"Supranuclear Palsy, Progressive",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.300.200,"Dyslexia, Acquired",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.643.700,Rubinstein-Taybi Syndrome,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.622.447.690,"Supranuclear Palsy, Progressive",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.418.341.186.500.500,Usher Syndromes,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C10.597.900,"Urinary Bladder, Neurogenic",N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
C10.668.491.562.575.500,Dermatomyositis,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.850.600,Ulnar Nerve Compression Syndromes,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.650.250,Brachial Plexus Neuritis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.900,Stiff-Person Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.886.425.800.750.850.500,Obesity Hypoventilation Syndrome,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N
C10.900.850.625,Central Cord Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C11.187.482,"Pemphigoid, Benign Mucous Membrane",N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N
C11.250.666,Retinal Dysplasia,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C11.294.354.220.250,"Conjunctivitis, Inclusion",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C11.510.598.373,Ectopia Lentis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C11.675,Orbital Diseases,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C11.768.585,Retinal Degeneration,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C11.941,Uveal Diseases,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C11.941.879.780.900,"Uveitis, Posterior",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C12.294.494,Penile Diseases,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C12.706.374,Epispadias,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C12.777.419.291,Hepatorenal Syndrome,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y
C12.777.419.570.643.790,Pyelonephritis,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
C12.777.419.936.463,Hemolytic-Uremic Syndrome,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
C12.777.967.500.851,Ureteral Calculi,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C13.351.500.852.691.449,Menorrhagia,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
C13.351.875.132,Bladder Exstrophy,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C13.351.937.418.937,Vaginal Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C13.351.968.419.473.160,"Carcinoma, Renal Cell",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C13.351.968.419.780.625,"Renal Insufficiency, Acute",N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
C13.351.968.829.707,Urinary Bladder Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C13.703.277.570,Fetal Macrosomia,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
C13.703.700,"Pregnancy Complications, Infectious",N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C14.240.400.395,Ebstein Anomaly,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C14.260,Cardiovascular Infections,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C14.280.067.845.880.320,"Tachycardia, Ectopic Junctional",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C14.280.400.560.350,Endocardial Cushion Defects,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C14.280.647.187.150.150,"Angina Pectoris, Variant",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C14.907.055.239.075,"Aortic Aneurysm, Abdominal",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C14.907.137.126.114,Arteriosclerosis Obliterans,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C14.907.253.092.477.100.500,Lateral Medullary Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C14.907.253.573.400.150.200,"Brain Stem Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C14.907.355.590.213.350.500.375,Cavernous Sinus Thrombosis,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C14.907.514.741,Shy-Drager Syndrome,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C14.907.790.550,Spinal Cord Ischemia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C14.907.940.907.850,"Lupus Vasculitis, Central Nervous System",N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C15.378.071.363.344,Fetofetal Transfusion,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
C15.378.100.141.335,Factor XIII Deficiency,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C15.378.140.900,von Willebrand Diseases,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C15.378.190.625.062,"Anemia, Refractory",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C15.378.463.080,Bernard-Soulier Syndrome,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C15.378.553,Leukocyte Disorders,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C15.604.250,Histiocytosis,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N
C15.604.515.138,Autoimmune Lymphoproliferative Syndrome,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
C15.604.515.569.480.493,"Lymphoma, Large-Cell, Immunoblastic",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C16.131.077.262,Cri-du-Chat Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C16.131.077.944,Wolf-Hirschhorn Syndrome,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C16.131.240.850.875.500.500,Vein of Galen Malformations,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C16.131.384.666,Microphthalmos,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C16.131.621.568,Laryngomalacia,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C16.131.666.300.200,Charcot-Marie-Tooth Disease,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C16.131.740.290,"Cystic Adenomatoid Malformation of Lung, Congenital",N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C16.131.850.525.304,"Fibromatosis, Gingival",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C16.300.060,"Erythroblastosis, Fetal",N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
C16.320.180.870,Silver-Russell Syndrome,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.322.124,Fabry Disease,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.365.155.219,Acute Chest Syndrome,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C16.320.400.880,Tuberous Sclerosis,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C16.320.565.100.940.249,Carbamoyl-Phosphate Synthase I Deficiency Disease,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.565.202,"Carbohydrate Metabolism, Inborn Errors",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.565.398.481,Hyperlipoproteinemia Type II,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.565.595.377,Cystinosis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.565.618.337,Hemochromatosis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.565.925.324,Antley-Bixler Syndrome Phenotype,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.850.080.600,Piebaldism,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
C16.320.850.673,Netherton Syndrome,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C16.614.492.400.410,"Ichthyosis, Lamellar",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C16.614.909,"Toxoplasmosis, Congenital",N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N
C17.300.475,"Lupus Erythematosus, Cutaneous",N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
C17.300.799.801.500,CREST Syndrome,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
C17.800.174.826,Radiodermatitis,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C17.800.428.333.410,Ichthyosis Vulgaris,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C17.800.529.639,Paronychia,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C17.800.621.893,Urticaria Pigmentosa,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
C17.800.804.512,Ichthyosis,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C17.800.827.080.090,"Albinism, Ocular",N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
C17.800.827.368,Hereditary Autoinflammatory Diseases,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
C17.800.838.208.170,"Candidiasis, Cutaneous",N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N
C17.800.838.790.810,Warts,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C17.800.862,"Skin Diseases, Vascular",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C17.800.893.592.450.200,Diabetic Foot,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.132.100.365,Homocystinuria,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.132.100.680.430,Mevalonate Kinase Deficiency,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.394.750.149.500,"Diabetes Mellitus, Lipoatrophic",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.394.968.500.570,Metabolic Syndrome X,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.584.625.550,"Lipodystrophy, Congenital Generalized",N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.648.100.620,Multiple Carboxylase Deficiency,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.648.189.435.825.700.500,"Niemann-Pick Disease, Type A",N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C18.452.648.189.535,MELAS Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C18.452.648.202.402,Glucosephosphate Dehydrogenase Deficiency,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.648.398.641.509,Neuronal Ceroid-Lipofuscinoses,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C18.452.648.618.815.815,Pseudopseudohypoparathyroidism,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C18.452.660.520,Leigh Disease,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C18.452.845.800,TDP-43 Proteinopathies,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C18.654.521.500.133.841.682,Steatitis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C19.053.440,"Adrenal Hyperplasia, Congenital",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C19.344.421.249,"Adenoma, Islet Cell",N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
C19.391.775,Sex Differentiation Disorders,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
C19.642.355.239,"Hyperparathyroidism, Primary",N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
C19.874.397,Hyperthyroidism,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
C20.111.199.114,"Arthritis, Juvenile Rheumatoid",N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
C20.111.590.560,Lupus Nephritis,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
C20.543.520.600,"Purpura, Schoenlein-Henoch",N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N
C20.673.627.800,"T-Lymphocytopenia, Idiopathic CD4-Positive",N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N
C20.683.515.761.480.750.800.507,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C21.447.800.127,Asbestosis,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C21.613.276.505,Drug Eruptions,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C21.613.705.100,"Akathisia, Drug-Induced",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C21.739.675.400,Heroin Dependence,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
C21.866.248,Contusions,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C21.866.260.616.600,"Hematoma, Subdural",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C21.866.404.186,"Fractures, Comminuted",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C21.866.558.100,Ankle Injuries,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C21.866.844.150.957.200,Cubital Tunnel Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C21.866.915.300.490,"Intracranial Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C22.131,Bird Diseases,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C22.196.260,Enzootic Bovine Leukosis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C22.674.377.315,Dictyocaulus Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C22.905.700,Porcine Reproductive and Respiratory Syndrome,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C23.300.575,Fistula,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C23.300.575.925.558,Rectovaginal Fistula,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
C23.300.985,Ventricular Remodeling,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C23.550.210.050.750,Trisomy,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C23.550.291.656.700,"Remission, Spontaneous",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C23.550.393.225,Failure to Thrive,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C23.550.414.896,Hemoptysis,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C23.550.470.756,Suppuration,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C23.550.717.732,Osteonecrosis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C23.550.767.877,Reperfusion Injury,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
C23.888.119.565,Hypothermia,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C23.888.512,Hypergammaglobulinemia,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C23.888.592.604.150.500.800.100.166,"Aphasia, Wernicke",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C23.888.592.612.107,Back Pain,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C23.888.592.700,Psychophysiologic Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C23.888.592.763.861.479,Dysgeusia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C23.888.646.492,Labor Pain,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
C23.888.821.712,Nausea,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C23.888.942.325,Dysuria,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
E01.354,Diagnostic Errors,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.350.400,"Imaging, Three-Dimensional",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.350.600.350.700.810,"Tomography, X-Ray Computed",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.350.700.715.200.200,"Cholangiopancreatography, Endoscopic Retrograde",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.350.825.500.150,Diffusion Magnetic Resonance Imaging,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.370.050.190,Cineangiography,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.370.380.710.950,"Ventriculography, First-Pass",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.376.300.100,Alpha Rhythm,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.378.630.150,Chorionic Villi Sampling,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
E01.370.384.730.715.710.350,Gated Blood-Pool Imaging,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.386.700.660.225.500,Maximal Expiratory Flow Rate,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
E01.370.390.820,Urinary Catheterization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.520.505,"Monitoring, Immunologic",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.600.115.100.160.560,Waist Circumference,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
E01.370.750.800,Tuberculin Test,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
E01.450.375.107.595,Leukocyte Count,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.450.495.160,"Cytotoxicity Tests, Immunologic",N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
E01.450.495.677,Radioimmunodetection,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E01.450.620.620,"Pregnancy Tests, Immunologic",N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
E02.065.062.875,Jejunoileal Bypass,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
E02.095.135.140.425.445,Lymphocyte Transfusion,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E02.120.285.790,Plateletpheresis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E02.183,Clinical Protocols,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
E02.190.525,Mind-Body Therapies,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E02.190.894,Speleotherapy,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E02.319.162.150,Antibiotic Prophylaxis,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
E02.319.267.530.460,"Injections, Intramuscular",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E02.319.805,Sclerotherapy,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
E02.520.360.575,Uterine Artery Embolization,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
